id,brand,name,category,price_tier,price_low,price_high,currency,image_url,catalog_image_path,render_image_path,origin,is_active,display_order,description
35,Duravit,Duravit Duravit Sink Series Starck 1 Starck1 Tonne,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sink-series-starck_1-starck1_tonne.webp,toilets/premium/duravit-duravit-sink-series-starck_1-starck1_tonne.webp,toilets/premium/duravit-duravit-sink-series-starck_1-starck1_tonne.webp,catalog-2026,True,35,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
36,Duravit,Duravit Duravit Sink Series Starck 1 Starck Badewanne,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sink-series-starck_1-starck_badewanne.webp,toilets/premium/duravit-duravit-sink-series-starck_1-starck_badewanne.webp,toilets/premium/duravit-duravit-sink-series-starck_1-starck_badewanne.webp,catalog-2026,True,36,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
37,Duravit,Duravit Duravit Sink Series Starck 1 Starck Slimline Stage,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sink-series-starck_1-starck_slimline_stage.webp,toilets/premium/duravit-duravit-sink-series-starck_1-starck_slimline_stage.webp,toilets/premium/duravit-duravit-sink-series-starck_1-starck_slimline_stage.webp,catalog-2026,True,37,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
38,Duravit,Duravit Duravit Sink Series Starck 1 Starck2 Tm,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sink-series-starck_1-starck2_tm__03.webp,toilets/premium/duravit-duravit-sink-series-starck_1-starck2_tm__03.webp,toilets/premium/duravit-duravit-sink-series-starck_1-starck2_tm__03.webp,catalog-2026,True,38,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
39,Duravit,Duravit Duravit Sinks Opzetwastafels Vero Air Milieu 2350120024 11 02,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sinks-opzetwastafels-vero-air_milieu_2350120024_11_02_1248.webp,toilets/premium/duravit-duravit-sinks-opzetwastafels-vero-air_milieu_2350120024_11_02_1248.webp,toilets/premium/duravit-duravit-sinks-opzetwastafels-vero-air_milieu_2350120024_11_02_1248.webp,catalog-2026,True,39,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
40,Duravit,Duravit Duravit D Neo Dneo Monochrome,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-d-neo-dneo_monochrome_03.webp,toilets/premium/duravit-duravit-d-neo-dneo_monochrome_03.webp,toilets/premium/duravit-duravit-d-neo-dneo_monochrome_03.webp,catalog-2026,True,40,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
41,Duravit,Duravit Me By Starck Furniture Washbasins,toilets,premium,600,2500,EUR,toilets/premium/duravit-me_by_starck_furniture_washbasins_06.webp,toilets/premium/duravit-me_by_starck_furniture_washbasins_06.webp,toilets/premium/duravit-me_by_starck_furniture_washbasins_06.webp,catalog-2026,True,41,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
42,Duravit,Duravit Duravit Sink Series Vero Vero Bathtub Back To Wall,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sink-series-vero-vero_bathtub_back-to-wall_01.webp,toilets/premium/duravit-duravit-sink-series-vero-vero_bathtub_back-to-wall_01.webp,toilets/premium/duravit-duravit-sink-series-vero-vero_bathtub_back-to-wall_01.webp,catalog-2026,True,42,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
43,Duravit,Duravit Duravit Sinks Me By Starck Furniture Washbasins,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sinks-me_by_starck_furniture_washbasins_06.webp,toilets/premium/duravit-duravit-sinks-me_by_starck_furniture_washbasins_06.webp,toilets/premium/duravit-duravit-sinks-me_by_starck_furniture_washbasins_06.webp,catalog-2026,True,43,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
44,Duravit,Duravit Duravit Vero Air Vero Air Tm 252509 Sewaslim 01,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-vero_air-vero-air_tm_252509_sewaslim_01_1380.webp,toilets/premium/duravit-duravit-vero_air-vero-air_tm_252509_sewaslim_01_1380.webp,toilets/premium/duravit-duravit-vero_air-vero-air_tm_252509_sewaslim_01_1380.webp,catalog-2026,True,44,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
45,Duravit,Duravit Duravit Sink Series Starck 1 Starck 1 Starck Wc,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sink-series-starck_1-starck-1_starck_wc.webp,toilets/premium/duravit-duravit-sink-series-starck_1-starck-1_starck_wc.webp,toilets/premium/duravit-duravit-sink-series-starck_1-starck-1_starck_wc.webp,catalog-2026,True,45,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
46,Duravit,Duravit Duravit Vero Air Vero Air Tm 700418000000000 01,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-vero_air-vero-air_tm_700418000000000_01_1517.webp,toilets/premium/duravit-duravit-vero_air-vero-air_tm_700418000000000_01_1517.webp,toilets/premium/duravit-duravit-vero_air-vero-air_tm_700418000000000_01_1517.webp,catalog-2026,True,46,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
47,Duravit,Duravit Veroair Tm 235060 01,toilets,premium,600,2500,EUR,toilets/premium/duravit-veroair_tm_235060_01_1131.webp,toilets/premium/duravit-veroair_tm_235060_01_1131.webp,toilets/premium/duravit-veroair_tm_235060_01_1131.webp,catalog-2026,True,47,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
48,Duravit,Duravit Duravit Vero Air Veroair Keramikdetail M%c3%b6belwaschtisch 03,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-vero_air-veroair_keramikdetail_m%C3%B6belwaschtisch_03_2538.webp,toilets/premium/duravit-duravit-vero_air-veroair_keramikdetail_m%C3%B6belwaschtisch_03_2538.webp,toilets/premium/duravit-duravit-vero_air-veroair_keramikdetail_m%C3%B6belwaschtisch_03_2538.webp,catalog-2026,True,48,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
49,Duravit,Duravit Duravit Me By Starck Me By Starck Furniture Basin Collage,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-me_by_starck-me_by_starck_furniture_basin_collage.webp,toilets/premium/duravit-duravit-me_by_starck-me_by_starck_furniture_basin_collage.webp,toilets/premium/duravit-duravit-me_by_starck-me_by_starck_furniture_basin_collage.webp,catalog-2026,True,49,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
50,Duravit,Duravit Duravit Toilets Category Wall Hung Toilets,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-toilets-category_wall-hung_toilets.webp,toilets/premium/duravit-duravit-toilets-category_wall-hung_toilets.webp,toilets/premium/duravit-duravit-toilets-category_wall-hung_toilets.webp,catalog-2026,True,50,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
51,Duravit,Duravit Duravit Bento Starck Box Bentostarckbox White Tulip,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_white_tulip_1.webp,toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_white_tulip_1.webp,toilets/premium/duravit-duravit-bento_starck_box-bentostarckbox_white_tulip_1.webp,catalog-2026,True,51,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
52,Duravit,Duravit Duravit Vero Air Veroair Tm 72445 85 01,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-vero_air-veroair_tm_72445_85_01_0133.webp,toilets/premium/duravit-duravit-vero_air-veroair_tm_72445_85_01_0133.webp,toilets/premium/duravit-duravit-vero_air-veroair_tm_72445_85_01_0133.webp,catalog-2026,True,52,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
53,Duravit,Duravit Duravit Sinks Veroair Tm 235060 01 1131,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sinks-veroair_tm_235060_01_1131_.webp,toilets/premium/duravit-duravit-sinks-veroair_tm_235060_01_1131_.webp,toilets/premium/duravit-duravit-sinks-veroair_tm_235060_01_1131_.webp,catalog-2026,True,53,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
54,Duravit,Duravit Veroair Tm 235060 01 1131,toilets,premium,600,2500,EUR,toilets/premium/duravit-veroair_tm_235060_01_1131_.webp,toilets/premium/duravit-veroair_tm_235060_01_1131_.webp,toilets/premium/duravit-veroair_tm_235060_01_1131_.webp,catalog-2026,True,54,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
55,Duravit,Duravit Duravit Durastyle News 2014 Durastyle Teaser,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-durastyle-news_2014_durastyle_teaser_04.webp,toilets/premium/duravit-duravit-durastyle-news_2014_durastyle_teaser_04.webp,toilets/premium/duravit-duravit-durastyle-news_2014_durastyle_teaser_04.webp,catalog-2026,True,55,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
56,Duravit,Duravit Duravit Vero Air Vero,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-vero_air-vero_2064030.webp,toilets/premium/duravit-duravit-vero_air-vero_2064030.webp,toilets/premium/duravit-duravit-vero_air-vero_2064030.webp,catalog-2026,True,56,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
57,Duravit,Duravit Duravit Sink Series Vero Vero Mwt Handtuchhalter,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sink-series-vero-vero_mwt_handtuchhalter.webp,toilets/premium/duravit-duravit-sink-series-vero-vero_mwt_handtuchhalter.webp,toilets/premium/duravit-duravit-sink-series-vero-vero_mwt_handtuchhalter.webp,catalog-2026,True,57,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
58,Duravit,Duravit Duravit Sink Series Vero Vero Stand Wc Bidet,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-sink-series-vero-vero_stand_-_wc-bidet_01.webp,toilets/premium/duravit-duravit-sink-series-vero-vero_stand_-_wc-bidet_01.webp,toilets/premium/duravit-duravit-sink-series-vero-vero_stand_-_wc-bidet_01.webp,catalog-2026,True,58,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
59,Duravit,Duravit Duravit Durastyle Durastyle Badewanne Detail,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-durastyle-durastyle_badewanne_detail_01.webp,toilets/premium/duravit-duravit-durastyle-durastyle_badewanne_detail_01.webp,toilets/premium/duravit-duravit-durastyle-durastyle_badewanne_detail_01.webp,catalog-2026,True,59,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
60,Duravit,Duravit Duravit Vero Air Vero Air Tm 2350120024 11 03,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-vero_air-vero-air_tm_2350120024_11_03_1168.webp,toilets/premium/duravit-duravit-vero_air-vero-air_tm_2350120024_11_03_1168.webp,toilets/premium/duravit-duravit-vero_air-vero-air_tm_2350120024_11_03_1168.webp,catalog-2026,True,60,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
61,Duravit,Duravit Veroair Tm 235060 05,toilets,premium,600,2500,EUR,toilets/premium/duravit-veroair_tm_235060_05_1536.webp,toilets/premium/duravit-veroair_tm_235060_05_1536.webp,toilets/premium/duravit-veroair_tm_235060_05_1536.webp,catalog-2026,True,61,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
62,Duravit,Duravit Duravit Durastyle Durastyle Wt Galerie 03 New,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-durastyle-durastyle_wt-galerie_03_new.webp,toilets/premium/duravit-duravit-durastyle-durastyle_wt-galerie_03_new.webp,toilets/premium/duravit-duravit-durastyle-durastyle_wt-galerie_03_new.webp,catalog-2026,True,62,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
63,Duravit,Duravit Dneo Pop,toilets,premium,600,2500,EUR,toilets/premium/duravit-dneo_pop_05.webp,toilets/premium/duravit-dneo_pop_05.webp,toilets/premium/duravit-dneo_pop_05.webp,catalog-2026,True,63,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
64,Duravit,Duravit Duravit D Neo Dneo Welt Boho,toilets,premium,600,2500,EUR,toilets/premium/duravit-duravit-d-neo-dneo_welt_boho.webp,toilets/premium/duravit-duravit-d-neo-dneo_welt_boho.webp,toilets/premium/duravit-duravit-d-neo-dneo_welt_boho.webp,catalog-2026,True,64,Premium toilets from Duravit. High-quality design and materials for luxury bathrooms. Part of the premium collection.
